,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
0,Ssangyong,2022,Rexton,Sutherland Isuzu Ute,2022 Ssangyong Rexton Ultimate (awd),DEMO,Automatic,2.2,AWD,Diesel,8.7,5595,White / Black,"Caringbah, NSW",4,SUV,4,7,51990
1,MG,2022,MG3,Hatchback,2022 MG MG3 Auto Excite (with Navigation),USED,Automatic,1.5,Front,Premium,6.7,16,Black / Black,"Brookvale, NSW",4,Hatchback,5,5,19990
2,Honda,2014,Jazz,Hatchback,2014 Honda Jazz Hybrid,USED,Automatic,1.3,Front,Hybrid,4.5,38229,Blue / -,"Lidcombe, NSW",4,Hatchback,5,5,17900
3,Toyota,2018,HiAce,Commercial,2018 Toyota HiAce LWB,USED,Automatic,2.7,Rear,Unleaded,9.8,16324,White / Grey,"Lidcombe, NSW",4,Commercial,4,2,41999
4,Volkswagen,2012,Golf,Hatchback,2012 Volkswagen Golf 90 TSI Trendline,USED,Automatic,1.4,Front,Premium,6.2,55676,White / Black,"Five Dock, NSW",4,Hatchback,5,5,14999
5,Mitsubishi,2012,Outlander,SUV,2012 Mitsubishi Outlander LS (4X4),USED,Automatic,2.4,AWD,Unleaded,7.5,219681,Black / Black,"Blacktown, NSW",4,SUV,4,7,13999
6,Ford,2013,Fiesta,Hatchback,2013 Ford Fiesta Zetec,USED,Automatic,1.6,Front,Unleaded,6.1,98079,Blue / Black,"Blacktown, NSW",4,Hatchback,5,5,11999
7,Honda,2018,Jazz,Hatchback,2018 Honda Jazz VTI,USED,Automatic,1.5,Front,Unleaded,5.8,43274,Silver / Black,"Castle Hill, NSW",4,Hatchback,5,5,19900
8,Subaru,2012,Outback,SUV,2012 Subaru Outback 2.5I,USED,Automatic,2.5,AWD,Premium,8.4,105672,Black / -,"Glebe, NSW",4,SUV,4,5,17990
9,Mitsubishi,2018,Mirage,Hatchback,2018 Mitsubishi Mirage ES,USED,Automatic,1.2,Front,Unleaded,4.7,36836,Black / -,"Camden, NSW",3,Hatchback,5,5,14995
10,Toyota,2005,Camry,Sedan,2005 Toyota Camry Altise,USED,Automatic,2.4,Front,Unleaded,9.8,115821,Silver / Grey,"Lansvale, NSW",4,Sedan,4,5,8499
11,Hyundai,2011,I45,Sedan,2011 Hyundai I45 Active,USED,Automatic,2.4,Front,Unleaded,7.9,189711,Silver / Black,"Croydon, NSW",4,Sedan,4,5,12990
12,Ford,2015,Territory,SUV,2015 Ford Territory TS (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,173786,Blue / Black,"Blacktown, NSW",6,SUV,4,7,16999
13,Ford,2016,Focus,Hatchback,2016 Ford Focus Trend,USED,Automatic,1.5,Front,Unleaded,6.2,94965,White / Black,"Blacktown, NSW",4,Hatchback,5,5,16999
14,Nissan,2019,X-Trail,SUV,2019 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,2.5,Front,Unleaded,8.1,99294,Grey / -,"Blacktown, NSW",4,SUV,4,7,24490
15,Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla ZR Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,13694,Black / -,"Blacktown, NSW",4,Hatchback,5,5,44878
16,Toyota,2007,Yaris,Sedan,2007 Toyota Yaris YRS,USED,Automatic,1.5,Front,Unleaded,6.7,264691,Silver / -,"Lansvale, NSW",4,Sedan,4,5,7949
17,Toyota,2010,Corolla,Hatchback,2010 Toyota Corolla Conquest,USED,Manual,1.8,Front,Unleaded,7.7,238270,Grey / -,"Smithfield, NSW",4,Hatchback,5,5,8800
18,Jeep,2015,Patriot,SUV,2015 Jeep Patriot Limited (4X4),USED,Automatic,2.4,4WD,Unleaded,9.1,140964,Black / -,"Seven Hills, NSW",4,SUV,4,5,13990
19,Volvo,2013,S60,Sedan,2013 Volvo S60 T4 Teknik,USED,Automatic,1.6,Front,Premium,7.4,141000,Blue / -,"Blacktown, NSW",4,Sedan,4,5,14999
20,Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,2.4,4WD,Diesel,7.6,240402,White / -,"Haberfield, NSW",4,Ute / Tray,4,5,22750
21,Mercedes-Benz,2010,E250,Coupe,2010 Mercedes-Benz E250 CGI Elegance,USED,Automatic,1.8,Rear,Premium,7.9,101126,Black / Tobacco,"Glebe, NSW",4,Coupe,2,4,21950
22,Mazda,2022,CX-5,SUV,2022 Mazda CX-5 Maxx Sport (awd),USED,Automatic,2.5,AWD,Unleaded,7.5,10579,Black / Black,"Five Dock, NSW",4,SUV,4,5,37990
23,Toyota,2010,Corolla,Hatchback,2010 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.7,167101,Red / -,"Minchinbury, NSW",4,Hatchback,5,5,12990
24,Honda,2014,CR-V,SUV,2014 Honda CR-V VTI-L (4X4),USED,Automatic,2.4,4WD,Unleaded,8.7,103211,White / Black Cloth,"Blacktown, NSW",4,SUV,4,5,23880
25,Toyota,2007,Corolla,Sedan,2007 Toyota Corolla Ultima,USED,Automatic,1.8,Front,Unleaded,7.4,177751,Silver / -,"Minchinbury, NSW",4,Sedan,4,5,10990
26,Toyota,2016,HiAce,People Mover,2016 Toyota HiAce Commuter,USED,Automatic,2.7,Rear,Unleaded,10.9,119614,Silver / Black,"Ingleburn, NSW",4,People Mover,3,14,44900
27,Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,6.9,125546,Black / Black Cloth,"Blacktown, NSW",4,Hatchback,5,5,15880
28,Mazda,2013,6,Sedan,2013 Mazda 6 Touring,USED,Automatic,2.5,Front,Unleaded,6.6,163000,Grey / Black,"Minchinbury, NSW",4,Sedan,4,5,16995
29,Hyundai,2018,Santa,SUV,2018 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,71655,White / Black,"Homebush, NSW",4,SUV,4,7,43999
30,Holden,2016,Cascada,Convertible,2016 Holden Cascada,USED,Automatic,1.6,Front,Premium,7.5,65361,Silver / Black Leather,"Minchinbury, NSW",4,Convertible,2,4,24995
31,Toyota,2014,Yaris,Hatchback,2014 Toyota Yaris YR,USED,Automatic,1.3,Front,Unleaded,6.3,191748,Green / Black,"Bankstown, NSW",4,Hatchback,5,5,8995
32,Toyota,2016,Kluger,SUV,2016 Toyota Kluger Grande (4X2),USED,Automatic,3.5,Front,Unleaded,10.4,139637,Grey / Black,"Five Dock, NSW",6,SUV,4,7,31900
33,Hyundai,2015,I20,Hatchback,2015 Hyundai I20 Active,USED,Automatic,1.4,Front,Unleaded,5.9,111783,Silver / Grey,"Croydon, NSW",4,Hatchback,5,5,13990
34,Mazda,2018,BT-50,Ute / Tray,2018 Mazda BT-50 XTR (4X2),USED,Automatic,3.2,Rear,Diesel,9.3,97460,White / Grey,"Haberfield, NSW",5,Ute / Tray,4,5,30990
35,Hyundai,2011,I20,Hatchback,2011 Hyundai I20 Active,USED,Automatic,1.4,Front,Unleaded,6.4,188262,Blue / -,"Minchinbury, NSW",4,Hatchback,5,5,10995
36,Mazda,2010,CX-7,SUV,2010 Mazda CX-7 Luxury Sports (4X4),USED,Automatic,2.3,AWD,Unleaded,11.5,152831,Black / Leather,"Liverpool, NSW",4,SUV,4,5,11669
37,Jeep,2017,Renegade,SUV,2017 Jeep Renegade Limited,USED,Automatic,1.4,Front,Premium,5.9,69218,Grey / Black,"Glebe, NSW",4,SUV,4,5,24950
38,Mazda,2013,6,Sedan,2013 Mazda 6 Sport,USED,Automatic,2.5,Front,Unleaded,6.6,124093,White / -,"West Ryde, NSW",4,Sedan,4,5,16990
39,Kia,2013,Grand,Wagon,2013 Kia Grand Carnival SLI,USED,Automatic,3.5,Front,Unleaded,10.9,98672,White / -,"Minchinbury, NSW",6,Wagon,4,8,13995
40,Mazda,2010,CX-7,SUV,2010 Mazda CX-7 Luxury Sports (4X4),USED,Automatic,2.3,AWD,Unleaded,11.5,174818,Red / -,"Kirrawee, NSW",4,SUV,4,5,12800
41,BMW,2014,118I,Hatchback,2014 BMW 118I,USED,Automatic,1.6,Rear,Premium,5.8,57000,White / Black,"Cabramatta, NSW",4,Hatchback,5,5,16990
42,Audi,2014,Q7,SUV,2014 Audi Q7 4.2 TDI Quattro,USED,Automatic,4.1,AWD,Diesel,9.2,199941,Black / -,"Five Dock, NSW",8,SUV,4,7,28999
43,Subaru,2016,Liberty,Sedan,2016 Subaru Liberty 3.6R,USED,Automatic,3.6,AWD,Premium,9.9,226127,White / -,"Minto, NSW",6,Sedan,4,5,17950
44,Toyota,2019,C-HR,SUV,2019 Toyota C-HR (2WD),USED,Manual,1.2,Front,Premium,5.4,58185,Yellow / -,"Blacktown, NSW",4,SUV,4,5,33888
45,Subaru,2021,Forester,SUV,2021 Subaru Forester 2.5I (awd),USED,Automatic,2.5,AWD,Unleaded,7.4,16136,Silver / -,"Windsor, NSW",4,SUV,4,5,39990
46,Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST (2WD),USED,Automatic,2.5,Front,Unleaded,7.9,52035,Grey / -,"Windsor, NSW",4,SUV,4,5,27990
47,Honda,2010,City,Sedan,2010 Honda City VTI,USED,Automatic,1.5,Front,Unleaded,6.6,146445,Black / -,"Kogarah, NSW",4,Sedan,4,5,8950
48,Honda,2020,CR-V,SUV,2020 Honda CR-V VTI-L7 (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,35214,Grey / Black,"Blacktown, NSW",4,SUV,4,7,37880
49,Holden,2014,Cruze,Hatchback,2014 Holden Cruze SRI,USED,Manual,1.6,Front,Unleaded,7.4,163000,Red / -,"South Windsor, NSW",4,Hatchback,5,5,7950
50,Jeep,2013,Grand,SUV,2013 Jeep Grand Cherokee Laredo (4X2),USED,Automatic,3.6,Rear,Premium,10.1,69001,Grey / Black,"Artarmon, NSW",6,SUV,4,5,24990
51,Toyota,2007,RAV4,SUV,2007 Toyota RAV4 Cruiser L (4X4),USED,Automatic,2.4,4WD,Unleaded,9.6,106718,Silver / Grey,"Lansvale, NSW",4,SUV,4,5,14999
52,Mazda,2013,6,Sedan,2013 Mazda 6 Atenza,USED,Automatic,2.5,Front,Unleaded,6.6,105767,White / Black,"Homebush, NSW",4,Sedan,4,5,19999
53,Honda,2013,Civic,Sedan,2013 Honda Civic VTI-L,USED,Automatic,1.8,Front,Unleaded,6.7,154347,Silver / -,"Minchinbury, NSW",4,Sedan,4,5,15990
54,Jeep,2021,Compass,SUV,2021 Jeep Compass Launch Edition,USED,Automatic,2.4,Front,Unleaded,7.9,20827,White / Black,"Ryde, NSW",4,SUV,4,5,32888
55,Toyota,2010,Yaris,Hatchback,2010 Toyota Yaris YR,USED,Automatic,1.3,Front,Unleaded,6.5,147626,White / -,"Minchinbury, NSW",4,Hatchback,5,5,10995
56,Mazda,2009,3,Hatchback,2009 Mazda 3 SP25,USED,Manual,2.5,Front,Unleaded,8.6,153020,Red / -,"Liverpool, NSW",4,Hatchback,5,5,13950
57,Volkswagen,2013,Golf,Hatchback,2013 Volkswagen Golf 103 TSI Highline,USED,Automatic,1.4,Front,Premium,5.2,126532,Gold / Black,"Cabramatta, NSW",4,Hatchback,5,5,13990
58,Toyota,2009,Camry,Sedan,2009 Toyota Camry Ateva,USED,Automatic,2.4,Front,Unleaded,9.9,155135,White / Black,"Minchinbury, NSW",4,Sedan,4,5,10995
59,Hyundai,2013,I20,Hatchback,2013 Hyundai I20 Active,USED,Automatic,1.4,Front,Unleaded,6.4,123330,Grey / Black,"Brookvale, NSW",4,Hatchback,5,5,12990
60,Mitsubishi,2014,Lancer,Hatchback,2014 Mitsubishi Lancer GSR Sportback,USED,Automatic,2.4,Front,Unleaded,8.9,44249,Silver / Black,"Arncliffe, NSW",4,Hatchback,5,5,18990
61,Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,1.5,Front,Unleaded,4.9,27100,Silver / Cloth,"Darlinghurst, NSW",4,Hatchback,5,5,23999
62,Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,2.5,4WD,Diesel,9.3,215100,White / -,"Eastern Creek, NSW",4,Ute / Tray,4,5,18995
63,Volkswagen,2014,Golf,Hatchback,2014 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,1.4,Front,Premium,5.4,155036,Black / Black,"Castle Hill, NSW",4,Hatchback,5,5,14990
64,Holden,2015,Commodore,Wagon,2015 Holden Commodore SV6 Storm,USED,Automatic,3.6,Rear,Unleaded,9.8,133934,White / Black,"Homebush, NSW",6,Wagon,4,5,22999
65,Holden,2014,Cruze,Sedan,2014 Holden Cruze Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,117000,Silver / -,"Windsor, NSW",4,Sedan,4,5,7888
66,Hyundai,2018,Imax,Wagon,2018 Hyundai Imax Active,USED,Automatic,2.5,Rear,Diesel,8.8,190176,Grey / Grey,"Cabramatta, NSW",4,Wagon,4,8,27990
67,Mitsubishi,2013,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Manual,2.5,4WD,Diesel,9.1,231675,White / -,"Smithfield, NSW",4,Ute / Tray,4,5,19800
68,Volkswagen,2018,Golf,Wagon,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,1.4,Front,Premium,5.6,130647,White / Black,"Blacktown, NSW",4,Wagon,4,5,21880
69,Audi,2019,Q3,SUV,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,1.4,Front,Premium,7.2,47307,White / Black,"Carlton, NSW",4,SUV,4,5,41888
70,Subaru,2016,Outback,SUV,2016 Subaru Outback 2.5I Premium,USED,Automatic,2.5,AWD,Premium,7.3,74983,Silver / Black,"North Narrabeen, NSW",4,SUV,4,5,29990
71,Mazda,2007,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Manual,2.3,Front,Premium,8.8,102496,Black / Grey,"Leichhardt, NSW",4,Hatchback,5,5,7920
72,Hyundai,2015,Accent,Hatchback,2015 Hyundai Accent Active,USED,Automatic,1.6,Front,Unleaded,6.4,84924,Silver / Black,"Homebush, NSW",4,Hatchback,5,5,14999
73,Ford,2013,Focus,Hatchback,2013 Ford Focus Ambiente,USED,Automatic,1.6,Front,Unleaded,6.6,67590,Silver / Black,"Leichhardt, NSW",4,Hatchback,5,5,12990
74,Kia,2017,Sportage,SUV,2017 Kia Sportage GT-Line (awd),USED,Automatic,2.4,AWD,Unleaded,8.5,65502,White / Black,"Ryde, NSW",4,SUV,4,5,29990
75,Porsche,2010,Cayenne,SUV,2010 Porsche Cayenne S,USED,Automatic,4.8,AWD,Premium,10.5,193271,White / Black,"Haberfield, NSW",8,SUV,4,5,29990
76,Porsche,2016,Cayman,Coupe,2016 Porsche Cayman GT4,USED,Manual,3.8,Rear,Premium,10.3,23481,White / Black,"Blacktown, NSW",6,Coupe,2,2,214880
77,Toyota,2013,RAV4,SUV,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,2.2,AWD,Diesel,6.5,292134,Grey / Black Leather,"Bankstown, NSW",4,SUV,4,5,14995
78,Hyundai,2021,Venue,SUV,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,1.6,Front,Unleaded,7.2,35024,White / Grey,"Castle Hill, NSW",4,SUV,4,5,26990
79,Mazda,2007,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Automatic,2.3,Front,Premium,8.9,223898,Black / -,"Punchbowl, NSW",4,Hatchback,5,5,7600
80,Hyundai,2013,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,1.6,Front,Unleaded,6.4,155244,White / -,"Minchinbury, NSW",4,Hatchback,3,4,17990
81,Toyota,2017,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,2.5,Front,Unleaded,7.9,149988,Grey / -,"Pendle Hill, NSW",4,Sedan,4,5,19950
82,Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,1.4,Front,Unleaded,6.2,201011,Grey / Black,"Penrith, NSW",4,Hatchback,5,5,7999
83,Ford,2008,Transit,Commercial,2008 Ford Transit,USED,Manual,2.4,Rear,Diesel,9.5,305593,White / -,"Minchinbury, NSW",4,Commercial,2,3,9995
84,Peugeot,2017,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,1.2,Front,Premium,5.1,57217,Silver / Black,"Homebush, NSW",3,Hatchback,5,5,16990
85,Holden,2017,Trax,SUV,2017 Holden Trax LT,USED,Automatic,1.4,Front,Unleaded,6.9,83147,Blue / -,"Blacktown, NSW",4,SUV,4,5,17888
86,Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,2.5,4WD,Diesel,9.3,204000,White / -,"Eastern Creek, NSW",4,Ute / Tray,4,5,18995
87,Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara RX (4X4),USED,Manual,2.5,4WD,Diesel,9.8,259488,White / -,"Campbelltown, NSW",4,Ute / Tray,2,2,13950
88,Audi,2016,RS3,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,2.5,AWD,Premium,8.1,47926,White / Black,"Castle Hill, NSW",5,Hatchback,5,5,59990
89,Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla ZR Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,87043,Blue / -,"Wollongong, NSW",4,Hatchback,5,5,39990
90,Ford,2012,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,9.4,254121,White / Grey,"Cabramatta, NSW",5,Ute / Tray,4,5,21990
91,Honda,2022,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,1.5,Front,Unleaded,7.3,15087,White / -,"Banksia, NSW",4,SUV,4,5,39990
92,Nissan,2013,Navara,Ute / Tray,2013 Nissan Navara ST (4X4),USED,Automatic,2.5,4WD,Diesel,10.5,159056,White / -,"Campbelltown, NSW",4,Ute / Tray,4,5,21990
93,Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Akera (4X4),USED,Automatic,2.5,AWD,Unleaded,7.4,83095,Red / -,"Campbelltown, NSW",4,SUV,4,5,26990
94,Mercedes-Benz,2014,A200,Hatchback,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,1.8,Front,Diesel,4.6,105663,Blue / -,"Campbelltown, NSW",4,Hatchback,5,5,22500
95,Toyota,2007,HiAce,Commercial,2007 Toyota HiAce LWB,USED,Manual,2.7,Rear,Unleaded,11.6,222603,White / Grey,"Croydon, NSW",4,Commercial,4,3,17990
96,Mazda,2022,2,Hatchback,2022 Mazda 2 G15 Evolve,USED,Automatic,1.5,Front,Unleaded,5.2,11824,Grey / -,"Wollongong, NSW",4,Hatchback,5,5,29990
97,Toyota,2007,Corolla,Hatchback,2007 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.7,250318,Silver / -,"Minchinbury, NSW",4,Hatchback,5,5,10990
98,Jeep,2016,Grand,SUV,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3.6,4WD,Premium,10.4,39967,White / Black,"Castle Hill, NSW",6,SUV,4,5,34800
99,Toyota,2020,Camry,Sedan,2020 Toyota Camry Ascent Sport,USED,Automatic,2.5,Front,Unleaded,8.3,7528,Silver / Black,"Castle Hill, NSW",4,Sedan,4,5,32990
100,Honda,2018,City,Sedan,2018 Honda City VTI,USED,Automatic,1.5,Front,Unleaded,5.8,94385,Silver / Black,"Homebush, NSW",4,Sedan,4,5,19999
101,Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,1.2,AWD,Premium,5.6,110047,Red / -,"Wollongong, NSW",4,SUV,4,5,29990
102,Kia,2012,Sorento,SUV,2012 Kia Sorento Platinum (4X4),USED,Automatic,2.2,AWD,Diesel,7.4,164189,Silver / Black,"Cabramatta, NSW",4,SUV,4,7,16990
103,Holden,2013,Cruze,Hatchback,2013 Holden Cruze CD Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,106722,White / -,"Smithfield, NSW",4,Hatchback,5,5,10800
104,Kia,2015,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,123624,Silver / -,"Camden, NSW",4,Sedan,4,5,14995
105,Lexus,2014,IS350,Sedan,2014 Lexus IS350 F Sport,USED,Automatic,3.5,Rear,Premium,9.7,155620,Silver / Black,"Castle Hill, NSW",6,Sedan,4,5,27990
106,Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,1.5,Front,Unleaded,4.9,53426,White / Black Cloth,"Wollongong, NSW",4,Hatchback,5,5,22990
107,Toyota,2009,Corolla,Hatchback,2009 Toyota Corolla Levin ZR,USED,Automatic,1.8,Front,Unleaded,7.7,114727,Silver / -,"Minchinbury, NSW",4,Hatchback,5,5,14995
108,Toyota,2016,Kluger,SUV,2016 Toyota Kluger GXL (4X4),USED,Automatic,3.5,AWD,Unleaded,10.6,98983,Grey / Black,"Blacktown, NSW",6,SUV,4,7,39280
109,Nissan,2016,X-Trail,SUV,2016 Nissan X-Trail ST (fwd),USED,Automatic,2.5,Front,Unleaded,7.9,39397,Red / -,"Penrith, NSW",4,SUV,4,5,23950
110,Holden,2014,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,220683,Silver / -,"Adamstown, NSW",4,Hatchback,5,5,7990
111,Toyota,2013,Camry,Sedan,2013 Toyota Camry Atara S,USED,Automatic,2.5,Front,Unleaded,7.8,89140,Grey / Black,"Five Dock, NSW",4,Sedan,4,5,17900
112,Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,6.6,149974,Red / Black,"Lidcombe, NSW",4,Hatchback,5,5,16990
113,Mazda,2016,BT-50,Ute / Tray,2016 Mazda BT-50 XT (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,110909,White / -,"Cardiff, NSW",5,Ute / Tray,4,5,34913
114,Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,6.6,109519,White / Black,"Castle Hill, NSW",4,Hatchback,5,5,19990
115,Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,3.3,Rear,Unleaded,10.2,19372,Grey / Red,"Carlton, NSW",6,Sedan,4,5,55888
116,Toyota,2015,RAV4,SUV,2015 Toyota RAV4 GXL (4X4),USED,Automatic,2.5,AWD,Unleaded,8.5,155198,Silver / -,"Granville, NSW",4,SUV,4,5,24950
117,Honda,2012,Jazz,Hatchback,2012 Honda Jazz Vibe,USED,Automatic,1.3,Front,Unleaded,6.6,111323,Green / -,"Kirrawee, NSW",4,Hatchback,5,5,12800
118,Subaru,2018,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,2.5,AWD,Unleaded,7.3,66805,Grey / -,"Blacktown, NSW",4,SUV,4,5,33898
119,Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,227646,Silver / -,"Cardiff, NSW",6,SUV,4,5,8913
120,Kia,2013,RIO,Hatchback,2013 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.3,88465,Silver / -,"Pennant Hills, NSW",4,Hatchback,5,5,14888
121,Holden,2013,Commodore,Sedan,2013 Holden Commodore SV6 Z-Series,USED,Automatic,3.6,Rear,Unleaded,9.5,237426,Blue / -,"Minchinbury, NSW",6,Sedan,4,5,15995
122,Toyota,2017,Corolla,Hatchback,2017 Toyota Corolla ZR,USED,Automatic,1.8,Front,Unleaded,6.1,130970,Red / Black,"East Maitland, NSW",4,Hatchback,5,5,23990
123,Audi,2013,A3,Hatchback,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,1.8,Front,Premium,6.7,148265,Brown / Grey,"Leichhardt, NSW",4,Hatchback,5,5,13999
124,Hyundai,2018,I30,Hatchback,2018 Hyundai I30 N Line,USED,Automatic,1.6,Front,Unleaded,7.1,83494,Black / Leather,"Minto, NSW",4,Hatchback,4,5,27950
125,Mazda,2012,2,Hatchback,2012 Mazda 2 Genki,USED,Automatic,1.5,Front,Unleaded,6.8,85492,Silver / -,"Lidcombe, NSW",4,Hatchback,5,5,13990
126,Renault,2017,Trafic,Commercial,2017 Renault Trafic LWB,USED,Manual,1.6,Front,Diesel,6.2,173156,White / -,"Granville, NSW",4,Commercial,4,3,22950
127,Peugeot,2013,208,Hatchback,2013 Peugeot 208 GTI,USED,Manual,1.6,Front,Premium,5.9,78783,Grey / Black,"Granville, NSW",4,Hatchback,3,5,14990
128,Honda,2017,HR-V,SUV,2017 Honda HR-V VTI,USED,Automatic,1.8,Front,Unleaded,6.6,101821,Black / -,"Minchinbury, NSW",4,SUV,4,5,20995
129,Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Manual,2.5,4WD,Diesel,8.1,221872,White / -,"Cardiff, NSW",4,Ute / Tray,4,5,14413
130,Nissan,2015,Pulsar,Sedan,2015 Nissan Pulsar ST,USED,Automatic,1.8,Front,Unleaded,6.7,90691,White / -,"Liverpool, NSW",4,Sedan,4,5,14776
131,Honda,2005,Accord,Sedan,2005 Honda Accord VTI,USED,Automatic,2.4,Front,Unleaded,9.3,167562,Gold / -,"Lansvale, NSW",4,Sedan,4,5,7949
132,Toyota,2007,Corolla,Sedan,2007 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.4,236946,Silver / Cloth,"Kirrawee, NSW",4,Sedan,4,5,8880
133,Holden,2011,Commodore,Wagon,2011 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,9.8,183580,Silver / -,"Adamstown, NSW",6,Wagon,4,5,12990
134,Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail TL (fwd),USED,Automatic,1.6,Front,Diesel,5.3,124882,Red / Black,"Liverpool, NSW",4,SUV,4,5,19888
135,Mazda,2005,6,Sedan,2005 Mazda 6 Classic,USED,Automatic,2.3,Front,Premium,8.9,247519,Gold / -,"Minto, NSW",4,Sedan,4,5,5950
136,Audi,2021,Q3,SUV,2021 Audi Q3 35 Tfsi,USED,Automatic,1.4,Front,Premium,7.2,9819,Blue / Black,"Jamisontown, NSW",4,SUV,4,5,51990
137,Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GLX,USED,Automatic,2.4,Rear,Diesel,8.3,43839,White / Grey,"Gateshead, NSW",4,Ute / Tray,2,2,33990
138,Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,6.9,106286,Silver / -,"Minchinbury, NSW",4,Hatchback,5,5,16990
139,Toyota,2018,Kluger,SUV,2018 Toyota Kluger GX (4X2),USED,Automatic,3.5,Front,Unleaded,9.1,128601,White / -,"Blacktown, NSW",6,SUV,4,7,36888
140,Subaru,2011,Outback,SUV,2011 Subaru Outback 3.6R Premium,USED,Automatic,3.6,AWD,Premium,10.3,91016,Black / Black,"Brookvale, NSW",6,SUV,4,5,16999
141,Jaguar,2014,XF,Sedan,2014 Jaguar XF 2.2D Premium Luxury,USED,Automatic,2.2,Rear,Diesel,5.2,38821,Grey / -,"Rozelle, NSW",4,Sedan,4,5,29800
142,Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail ST-L 7 Seat (fwd),USED,Automatic,2.5,Front,Unleaded,7.9,94239,White / -,"Minchinbury, NSW",4,SUV,4,7,22990
143,Ford,2013,Ranger,Ute / Tray,2013 Ford Ranger XLT 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,9.4,167122,White / -,"Cardiff, NSW",5,Ute / Tray,4,5,23913
