,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
7319,Holden,2015,Captiva,SUV,2015 Holden Captiva 7 LTZ (4X4),USED,Automatic,2.2,AWD,Diesel,8.1,82508,White / -,"Campbelltown, NSW",4,SUV,4,7,20950
7320,Mazda,2023,6,Liverpool Mazda New Cars,2023 Mazda 6 G35 GT SP,NEW,Automatic,2.5,Front,Unleaded,7.6,2,White / -,"Liverpool, NSW",4,Sedan,4,5,54117
7321,Mitsubishi,2022,Triton,Ute / Tray,2022 Mitsubishi Triton GLS (4X4),USED,Automatic,2.4,4WD,Diesel,8.6,21366,Grey / -,"Campbelltown, NSW",4,Ute / Tray,4,5,50990
7322,Subaru,2002,Outback,SUV,2002 Subaru Outback,USED,Automatic,2.5,AWD,Unleaded,10.1,198037,White / -,"Minchinbury, NSW",4,SUV,4,5,4995
7323,Mitsubishi,2023,Triton,McGrath Mitsubishi Liverpool New Cars,2023 Mitsubishi Triton GSR (4X4),DEMO,Automatic,2.4,4WD,Diesel,8.6,14,Orange / -,"Liverpool, NSW",4,Ute / Tray,4,5,65740
7324,Mazda,2017,CX-9,SUV,2017 Mazda CX-9 GT (awd),USED,Automatic,2.5,AWD,Unleaded,8.8,87544,White / Black,"North Narrabeen, NSW",4,SUV,4,7,36500
7325,Nissan,2018,Pathfinder,SUV,2018 Nissan Pathfinder ST-L (4X2) N-Sport,USED,Automatic,3.5,Front,Premium,9.9,89711,White / Black,"Sylvania, NSW",6,SUV,4,7,32990
7326,Hyundai,2009,Santa,SUV,2009 Hyundai Santa FE Elite Crdi (4X4),USED,Automatic,2.2,4WD,Diesel,8.2,235686,White / Black,"Granville, NSW",4,SUV,4,5,11490
7327,Toyota,2006,Avensis,Wagon,2006 Toyota Avensis Verso GLX,USED,Automatic,2.4,Front,Unleaded,9.2,200206,White / -,"Minchinbury, NSW",4,Wagon,4,7,6995
7328,Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton GLS (4X4),USED,Automatic,2.4,4WD,Diesel,7.6,98500,Black / -,"Ryde, NSW",4,Ute / Tray,4,5,29880
7329,Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I-L (awd),USED,Automatic,2.5,AWD,Unleaded,7.4,123557,Blue / -,"Liverpool, NSW",4,SUV,4,5,28950
7330,Volkswagen,2014,Polo,Hatchback,2014 Volkswagen Polo 66 TSI Trendline,USED,Manual,1.2,Front,Premium,4.8,118839,Silver / -,"Ermington, NSW",4,Hatchback,5,5,10990
7331,Aston,2006,Martin,Coupe,2006 Aston Martin DB9,USED,Automatic,5.9,Rear,Premium,16.5,94496,Black / -,"Croydon, NSW",12,Coupe,2,4,94999
7332,Mazda,2023,CX-9,Liverpool Mazda New Cars,2023 Mazda CX-9 Azami (fwd),NEW,Automatic,2.5,Front,Unleaded,8.4,4,Blue / -,"Liverpool, NSW",4,SUV,4,7,73712
7333,Mercedes-Benz,2012,ML250,SUV,2012 Mercedes-Benz ML250 CDI Bluetec (4X4),USED,Automatic,2.1,AWD,Diesel,6.4,177356,Grey / -,"Liverpool, NSW",4,SUV,4,5,24950
7334,Nissan,2014,Navara,Ute / Tray,2014 Nissan Navara ST Titanium Edition (4X4),USED,Automatic,2.5,4WD,Diesel,10.5,265915,White / -,"Minchinbury, NSW",4,Ute / Tray,4,5,22995
7335,Hyundai,2018,Imax,Wagon,2018 Hyundai Imax Active,USED,Automatic,2.5,Rear,Diesel,8.8,76898,White / Black,"Homebush, NSW",4,Wagon,4,8,39990
7336,Peugeot,2012,207,Convertible,2012 Peugeot 207 CC 1.6,USED,Automatic,1.6,Front,Unleaded,7.2,80311,Silver / Black Leather,"Minchinbury, NSW",4,Convertible,2,4,14995
7337,Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Automatic,2.7,Rear,Unleaded,10.9,149428,White / Black,"Homebush West, NSW",4,Ute / Tray,2,2,23995
7338,Mazda,2016,CX-5,SUV,2016 Mazda CX-5 Akera (4X4),USED,Automatic,2.2,AWD,Diesel,5.7,160747,Red / -,"Minchinbury, NSW",4,SUV,4,5,26995
7339,Jeep,2018,Compass,SUV,2018 Jeep Compass Limited (4X4),USED,Automatic,2.4,4WD,Unleaded,9.7,65726,White / -,"Granville, NSW",4,SUV,4,5,27999
7340,Audi,2015,A3,Convertible,2015 Audi A3 1.8 Tfsi Ambition Quattro,USED,Automatic,1.8,AWD,Premium,6.6,118379,White / -,"Homebush, NSW",4,Convertible,2,4,31888
7341,Holden,2013,Commodore,Sedan,2013 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,9.5,229933,White / Black,"Granville, NSW",6,Sedan,4,5,14990
7342,Mazda,2023,CX-9,Liverpool Mazda New Cars,2023 Mazda CX-9 Azami (awd),NEW,Automatic,2.5,AWD,Unleaded,8.8,3,Silver / -,"Liverpool, NSW",4,SUV,4,7,78526
7343,Suzuki,1996,Sierra,SUV,1996 Suzuki Sierra JX (4X4),USED,Manual,1.3,4WD,Unleaded,8.5,78881,Black / Grey,"West Ryde, NSW",4,SUV,2,4,26888
7344,Hyundai,2022,Tucson,SUV,2022 Hyundai Tucson Elite (awd),USED,Automatic,1.6,AWD,Unleaded,7.1,2289,Silver / Black,"Greenacre, NSW",4,SUV,4,5,44998
7345,Mazda,2023,CX-9,Liverpool Mazda New Cars,2023 Mazda CX-9 Touring (fwd),NEW,Automatic,2.5,Front,Unleaded,8.4,3,Red / -,"Liverpool, NSW",4,SUV,4,7,61212
7346,Holden,2016,Commodore,Sedan,2016 Holden Commodore SS Black Pack,USED,Automatic,6.2,Rear,Premium,11.5,47483,Silver / -,"Minchinbury, NSW",8,Sedan,4,5,58995
7347,Toyota,2019,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,1.8,Front,Hybrid,4.2,57274,White / -,"Alexandria, NSW",4,Hatchback,5,5,32990
7348,Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla SX (hybrid),USED,Automatic,1.8,Front,Hybrid,4.2,36533,White / -,"Alexandria, NSW",4,Hatchback,5,5,34990
7349,HSV,2012,Maloo,Ute / Tray,2012 HSV Maloo R8,USED,Automatic,6.2,Rear,Premium,13.7,117280,Silver / -,"Minchinbury, NSW",8,Ute / Tray,2,2,69995
7350,Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Manual,2.4,Rear,Diesel,7.7,220470,White / -,"Minchinbury, NSW",4,Ute / Tray,2,2,21990
7351,Kia,2023,Seltos,Col Crawford Kia - New & Demo,2023 Kia Seltos Sport+ (awd),DEMO,Automatic,1.6,AWD,Unleaded,7.4,18,Blue / -,"Brookvale, NSW",4,SUV,4,5,42490
7352,Audi,2018,RS3,Sedan,2018 Audi RS3 Quattro,USED,Automatic,2.5,AWD,Premium,8.4,60000,Black / -,"Ryde, NSW",5,Sedan,4,5,72888
7353,Toyota,2012,Kluger,SUV,2012 Toyota Kluger Grande (4X4),USED,Automatic,3.5,4WD,Unleaded,11.6,89672,Grey / Black,"Minchinbury, NSW",6,SUV,4,7,31990
7354,Toyota,2016,HiAce,Commercial,2016 Toyota HiAce LWB,USED,Automatic,2.7,Rear,Unleaded,9.8,112681,White / -,"Five Dock, NSW",4,Commercial,4,2,32990
7355,Mazda,2022,CX-9,Liverpool Mazda New Cars,2022 Mazda CX-9 GT (awd),NEW,Automatic,2.5,AWD,Unleaded,8.8,3,Grey / -,"Liverpool, NSW",4,SUV,4,7,67889
7356,Holden,2018,Trailblazer,SUV,2018 Holden Trailblazer LTZ (4X4),USED,Automatic,2.8,4WD,Diesel,8.6,127365,Blue / -,"Minchinbury, NSW",4,SUV,4,7,32990
7357,Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger Wildtrak 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,8.3,144410,White / -,"Homebush, NSW",5,Ute / Tray,4,5,45888
7358,Toyota,2022,GR86,Coupe,2022 Toyota GR86 GT,USED,Automatic,2.4,Rear,Premium,8.7,2301,Blue / Black,"Pennant Hills, NSW",4,Coupe,2,4,47999
7359,Subaru,2020,WRX,Sedan,2020 Subaru WRX STI Spec R (wing) (awd),USED,Manual,2.5,AWD,Premium,11.2,28714,Black / Cloth,"Blacktown, NSW",4,Sedan,4,5,71888
7360,Ford,2009,Fiesta,Hatchback,2009 Ford Fiesta Zetec,USED,Manual,1.6,Front,Unleaded,6.1,178309,Yellow / -,"Campbelltown, NSW",4,Hatchback,3,5,7950
7361,Mazda,2022,CX-5,Sutherland Mazda New Cars,2022 Mazda CX-5 Maxx Sport (awd),DEMO,Automatic,2.5,AWD,Unleaded,7.5,120,Blue / -,"Kirrawee, NSW",4,SUV,4,5,42700
7362,Suzuki,2019,Swift,Hatchback,2019 Suzuki Swift GL Navi (qld),USED,Automatic,1.2,Front,Unleaded,4.8,21724,Red / -,"Alexandria, NSW",4,Hatchback,5,5,22990
7363,Hyundai,2016,Santa,SUV,2016 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,163964,White / Black Leather,"Minchinbury, NSW",4,SUV,4,7,32995
7364,Holden,2017,Colorado,Ute / Tray,2017 Holden Colorado LS (4X4),USED,Manual,2.8,4WD,Diesel,8.1,188000,- / -,"Chipping Norton, NSW",4,Ute / Tray,2,2,25990
7365,Audi,2019,Q3,SUV,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,1.4,Front,Premium,7.2,47279,White / Black,"Zetland, NSW",4,SUV,4,5,43880
7366,Holden,2017,Astra,Hatchback,2017 Holden Astra RS,USED,Automatic,1.6,Front,Premium,6.3,44813,Blue / -,"Alexandria, NSW",4,Hatchback,5,5,20990
7367,Kia,2013,RIO,Hatchback,2013 Kia RIO S,USED,Manual,1.4,Front,Unleaded,5.7,113171,Red / Black,"Cabramatta, NSW",4,Hatchback,5,5,11990
7368,Mazda,2022,CX-5,Rockdale Mazda New,2022 Mazda CX-5 Maxx Sport (fwd),DEMO,Automatic,2.5,Front,Unleaded,7.5,7,White / Black Cloth,"Arncliffe, NSW",4,SUV,4,5,44388
7369,Toyota,2021,Hilux,Ute / Tray,2021 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,7.9,5832,Black / -,"Liverpool, NSW",4,Ute / Tray,4,5,61950
7370,Lexus,2015,CT200H,Hatchback,2015 Lexus CT200H F Sport,USED,Automatic,1.8,Front,Hybrid,4.1,103638,Grey / -,"Alexandria, NSW",4,Hatchback,5,5,28990
7371,Mazda,2022,CX-5,Rockdale Mazda New,2022 Mazda CX-5 Touring (awd),DEMO,Automatic,2.5,AWD,Unleaded,7.5,2132,Silver / Black Maztex/Cloth,"Arncliffe, NSW",4,SUV,4,5,47988
7372,Mercedes-Benz,2018,C250,Wagon,2018 Mercedes-Benz C250 D,USED,Automatic,2.1,Rear,Diesel,4.8,78038,Silver / -,"Alexandria, NSW",4,Wagon,4,4,49990
7373,Toyota,2019,RAV4,SUV,2019 Toyota RAV4 Edge AWD,USED,Automatic,2.5,AWD,Unleaded,7.3,89234,Black / -,"Alexandria, NSW",4,SUV,5,5,43990
7374,Holden,2010,Commodore,Wagon,2010 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,10.3,139469,White / Black,"Minchinbury, NSW",6,Wagon,4,5,13995
7375,Jeep,2022,Gladiator,Peter Warren Jeep,2022 Jeep Gladiator Rubicon (4X4),NEW,Automatic,3.6,4WD,Unleaded,12.4,55,Grey / Leather - Off Black,"Warwick Farm, NSW",6,Ute / Tray,4,5,89890
7376,Hyundai,2013,I30,Hatchback,2013 Hyundai I30 Elite,USED,Automatic,1.8,Front,Unleaded,6.9,148464,Red / -,"Campbelltown, NSW",4,Hatchback,5,5,16950
7377,Mazda,2023,CX-9,Sutherland Mazda New Cars,2023 Mazda CX-9 Touring (awd),DEMO,Automatic,2.5,AWD,Unleaded,8.8,120,Grey / -,"Kirrawee, NSW",4,SUV,4,7,55800
7378,Toyota,2022,RAV4,SUV,2022 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,2.5,Front,Hybrid,4.8,57,White / -,"Alexandria, NSW",4,SUV,5,5,54990
7379,Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,121025,Silver / -,"Campbelltown, NSW",6,SUV,4,5,20950
7380,Jeep,2022,Grand,Macarthur Jeep,2022 Jeep Grand Cherokee Limited (4X4),NEW,Automatic,3.6,4WD,Premium,10.6,22,White / -,"Narellan, NSW",6,SUV,4,7,92990
7381,Mazda,2006,6,Hatchback,2006 Mazda 6 Luxury Sports,USED,Automatic,2.3,Front,Premium,8.9,211889,Blue / -,"Minchinbury, NSW",4,Hatchback,5,5,8990
7382,Toyota,2021,RAV4,SUV,2021 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,2.5,Front,Hybrid,4.7,12191,White / -,"Alexandria, NSW",4,SUV,5,5,50990
7383,Porsche,2014,Cayenne,SUV,2014 Porsche Cayenne S Diesel,USED,Automatic,4.1,AWD,Diesel,8.3,78694,Black / -,"Rozelle, NSW",8,SUV,4,5,67800
7384,Nissan,2011,Navara,Ute / Tray,2011 Nissan Navara ST (4X4),USED,Manual,2.5,4WD,Diesel,9.8,152000,White / -,"Lidcombe, NSW",4,Ute / Tray,4,5,12800
7385,Mitsubishi,2019,Eclipse,SUV,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,73313,White / -,"Alexandria, NSW",4,SUV,4,5,27990
7386,Kia,2019,Sorento,SUV,2019 Kia Sorento Black Edition,USED,Automatic,2.2,AWD,Diesel,7.2,21753,White / -,"Alexandria, NSW",4,SUV,4,7,47990
7387,Hyundai,2023,Santa,Sinclair Hyundai New Cars,2023 Hyundai Santa FE Elite Crdi (awd),NEW,Automatic,2.2,AWD,Diesel,6.1,12,Silver / -,"Penrith, NSW",4,SUV,4,7,66173
7388,Mazda,2022,CX-9,Liverpool Mazda New Cars,2022 Mazda CX-9 Azami (awd) LE,DEMO,Automatic,2.5,AWD,Unleaded,8.8,3680,Grey / -,"Liverpool, NSW",4,SUV,4,7,69999
7389,Renault,2022,Captur,Col Crawford Renault New & Demo,2022 Renault Captur Intens,NEW,Automatic,1.3,Front,Premium,6.6,10,- / Black Leather,"Brookvale, NSW",4,SUV,4,4,39980
7390,Audi,2014,A3,Hatchback,2014 Audi A3 Sportback 1.4 Tfsi Attraction,USED,Automatic,1.4,Front,Premium,4.9,110957,White / -,"Five Dock, NSW",4,Hatchback,5,5,18999
7391,Mazda,2022,CX-9,Rockdale Mazda New,2022 Mazda CX-9 Azami (awd) LE,NEW,Automatic,2.5,AWD,Unleaded,8.8,7,Grey / Walnut Brown Nappa Leather,"Arncliffe, NSW",4,SUV,4,7,82888
7392,Holden,2013,Colorado,Ute / Tray,2013 Holden Colorado LTZ (4X2),USED,Automatic,2.8,Rear,Diesel,7.8,222000,White / -,"Lidcombe, NSW",4,Ute / Tray,4,5,15000
7393,Jeep,2022,Wrangler,Macarthur Jeep,2022 Jeep Wrangler Unlimited Overland (4X4),DEMO,Automatic,3.6,4WD,Unleaded,9.7,17,Silver / -,"Narellan, NSW",6,SUV,4,5,84990
7394,Honda,2015,CR-V,SUV,2015 Honda CR-V VTI (4X4),USED,Automatic,2.4,4WD,Unleaded,8.7,61000,- / -,"Granville, NSW",4,SUV,4,5,23000
7395,Dodge,2009,Journey,Wagon,2009 Dodge Journey SXT,USED,Automatic,2.7,Front,Premium,10.3,100959,Silver / Black,"Minchinbury, NSW",6,Wagon,4,7,12999
7396,Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,59401,White / -,"Alexandria, NSW",4,Ute / Tray,4,5,52990
7397,Mitsubishi,2015,ASX,SUV,2015 Mitsubishi ASX XLS (4WD),USED,Automatic,2.3,4WD,Diesel,5.8,158084,Black / -,"Minchinbury, NSW",4,SUV,4,5,15995
7398,GWM,2021,Haval,SUV,2021 GWM Haval Jolion LUX,USED,Automatic,1.5,Front,Premium,8.1,2597,Grey / -,"Alexandria, NSW",4,SUV,4,5,28990
7399,Honda,2010,Accord,Sedan,2010 Honda Accord VTI LE,USED,Automatic,2.4,Front,Unleaded,8.8,200093,Silver / -,"Blacktown, NSW",4,Sedan,4,5,9999
7400,Nissan,2009,Pathfinder,SUV,2009 Nissan Pathfinder ST-L (4X4),USED,Automatic,2.5,4WD,Diesel,10.5,135003,Blue / Black,"Minchinbury, NSW",4,SUV,4,7,16995
7401,Mazda,2023,CX-30,Liverpool Mazda New Cars,2023 Mazda CX-30 G25 Astina (awd),DEMO,Automatic,2.5,AWD,Unleaded,6.8,6,White / -,"Liverpool, NSW",4,SUV,4,5,52979
7402,Volkswagen,2022,Tiguan,Liverpool Volkswagen New Cars,2022 Volkswagen Tiguan Allspace 110TSI Life,DEMO,Automatic,1.4,Front,Premium,7.7,21,White / -,"Liverpool, NSW",4,SUV,4,7,51490
7403,Suzuki,2022,Swift,Peter Warren Suzuki,2022 Suzuki Swift GL S,NEW,Automatic,1.2,Front,Unleaded,4.8,15,Red / Cloth,"Warwick Farm, NSW",4,Hatchback,5,5,27585
7404,Ford,2015,Ecosport,SUV,2015 Ford Ecosport Trend,USED,Automatic,1.5,Front,Premium,6.5,102000,Black / -,"Camden, NSW",4,SUV,4,5,13995
7405,MG,2021,MG3,Hatchback,2021 MG MG3 Auto Excite (with Navigation),USED,Automatic,1.5,Front,Premium,6.7,33110,- / -,"West Gosford, NSW",4,Hatchback,5,5,18888
7406,Toyota,2019,C-HR,SUV,2019 Toyota C-HR Koba (2WD),USED,Automatic,1.2,Front,Premium,5.5,62099,Silver / Leather,"Tuggerah, NSW",4,SUV,4,5,31990
7407,Maserati,2009,Granturismo,Coupe,2009 Maserati Granturismo S,USED,Automatic,4.7,Rear,Premium,16.6,61112,Black / -,"Five Dock, NSW",8,Coupe,2,4,84999
7408,Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.7,66131,Blue / -,"Tuggerah, NSW",5,Ute / Tray,4,5,43990
7409,Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,3.3,Front,Unleaded,11.6,48132,Grey / -,"Tuggerah, NSW",6,Wagon,4,8,42990
7410,Holden,2014,Colorado,SUV,2014 Holden Colorado 7 LT (4X4),USED,Automatic,2.8,4WD,Diesel,9.4,215017,White / -,"Windang, NSW",4,SUV,4,7,22888
7411,GWM,2023,Haval,Shellharbour GWM Haval,2023 GWM Haval Jolion Premium,NEW,Automatic,1.5,Front,Premium,8.1,15,White / Black,"Albion Park Rail, NSW",4,SUV,4,5,28490
7412,Toyota,2014,Yaris,Hatchback,2014 Toyota Yaris YRX,USED,Automatic,1.5,Front,Unleaded,6.3,98357,Black / Blck,"Minchinbury, NSW",4,Hatchback,5,5,17990
7413,Hyundai,2016,Accent,Hatchback,2016 Hyundai Accent Active,USED,Automatic,1.4,Front,Unleaded,6.2,33626,Silver / -,"Wollongong, NSW",4,Hatchback,5,5,18990
7414,GWM,2022,Haval,Shellharbour GWM Haval,2022 GWM Haval Jolion LUX,NEW,Automatic,1.5,Front,Premium,8.1,15,White / Black,"Albion Park Rail, NSW",4,SUV,4,5,36990
7415,Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,2.2,Rear,Diesel,7.5,168954,White / -,"Saint Marys, NSW",4,Ute / Tray,4,5,31777
7416,Audi,2020,Q3,SUV,2020 Audi Q3 35 Tfsi,USED,Automatic,1.4,Front,Premium,7.2,19300,Grey / Black/Black,"Wollongong, NSW",4,SUV,4,5,49990
7417,Mitsubishi,2023,Triton,McGrath Mitsubishi Liverpool New Cars,2023 Mitsubishi Triton GLS (4X4),DEMO,Automatic,2.4,4WD,Diesel,8.6,13,White / -,"Liverpool, NSW",4,Ute / Tray,4,5,56430
7418,Audi,2020,R8,Coupe,2020 Audi R8 V10 Performance Quattro,USED,Automatic,5.2,AWD,Premium,13.4,2420,Grey / Black,"Wollongong, NSW",10,Coupe,2,2,436900
7419,Ford,2011,Fiesta,Hatchback,2011 Ford Fiesta Zetec,USED,Automatic,1.6,Front,Unleaded,6.1,96391,Grey / Grey,"Yagoona, NSW",4,Hatchback,5,5,9999
7420,Suzuki,2022,S-Cross,Peter Warren Suzuki,2022 Suzuki S-Cross Allgrip,NEW,Automatic,1.4,AWD,Premium,6.2,25,Black / Black,"Warwick Farm, NSW",4,SUV,4,5,41990
7421,Hyundai,2023,Tucson,Kloster Hyundai Hamilton - New,2023 Hyundai Tucson Elite (awd),DEMO,Automatic,1.6,AWD,Unleaded,7.1,927,Silver / -,"Hamilton East, NSW",4,SUV,4,5,47950
7422,Skoda,2022,Kamiq,Newcastle Skoda New,2022 Skoda Kamiq Monte Carlo 110TSI,NEW,Automatic,1.5,Front,Premium,5.6,21,White / -,"Hamilton East, NSW",4,SUV,4,5,47990
7423,Toyota,2021,Camry,Sedan,2021 Toyota Camry Ascent,USED,Automatic,2.5,Front,Premium,6.8,15112,Silver / -,"McDougalls Hill, NSW",4,Sedan,4,5,34990
7424,Hyundai,2023,Santa,Highway Ford and Hyundai New,2023 Hyundai Santa FE Active Crdi (awd),DEMO,Automatic,2.2,AWD,Diesel,6.1,13,White / -,"Rutherford, NSW",4,SUV,4,7,57350
7425,Hyundai,2019,Sonata,Sedan,2019 Hyundai Sonata Active,USED,Automatic,2.4,Front,Unleaded,8.3,111834,White / Grey,"Cardiff, NSW",4,Sedan,4,5,19888
7426,Ford,2015,Everest,SUV,2015 Ford Everest Titanium,USED,Automatic,3.2,AWD,Diesel,8.5,75210,Red / -,"South Nowra, NSW",5,SUV,4,7,41990
7427,Skoda,2022,Kamiq,SUV,2022 Skoda Kamiq Monte Carlo,USED,Automatic,1.5,Front,Premium,5.6,142,Red / -,"Maryville, NSW",4,SUV,4,5,41990
7428,Nissan,2018,X-Trail,SUV,2018 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,2.5,Front,Unleaded,8.1,64340,White / -,"Campbelltown, NSW",4,SUV,4,7,28950
7429,Kia,2020,Sorento,SUV,2020 Kia Sorento GT-Line 7 Seat,USED,Automatic,2.2,AWD,Diesel,6.1,56385,White / -,"Cardiff, NSW",4,SUV,4,7,56990
7430,Nissan,2019,X-Trail,SUV,2019 Nissan X-Trail ST (4WD) (5YR),USED,Automatic,2.5,4WD,Unleaded,8.3,97660,Silver / Grey,"Cardiff, NSW",4,SUV,4,5,27888
7431,Toyota,2018,Camry,Sedan,2018 Toyota Camry SL,USED,Automatic,2.5,Front,Unleaded,8.3,63399,White / Black,"Gateshead, NSW",4,Sedan,4,5,38990
7432,Holden,2011,Captiva,SUV,2011 Holden Captiva 7 SX (fwd),USED,Automatic,2.4,Front,Unleaded,9.1,181590,Silver / -,"Belmont, NSW",4,SUV,4,7,10990
7433,Holden,2014,Colorado,Ute / Tray,2014 Holden Colorado LTZ (4X4),USED,Automatic,2.8,4WD,Diesel,9.1,158262,White / Black,"Mayfield West, NSW",4,Ute / Tray,4,5,25990
7434,Honda,2018,CR-V,SUV,2018 Honda CR-V VTI-LX (awd),USED,Automatic,1.5,AWD,Unleaded,7.4,88253,White / Black,"Cessnock, NSW",4,SUV,4,5,28679
7435,Hyundai,2023,Palisade,Cardiff Honda Hyundai - New,2023 Hyundai Palisade Elite (7 Seat),DEMO,Automatic,2.2,AWD,Diesel,7.3,16,Black / -,"Cardiff, NSW",4,SUV,4,7,76350
7436,Toyota,2014,Kluger,SUV,2014 Toyota Kluger GX (4X4),USED,Automatic,3.5,AWD,Unleaded,10.6,134554,White / -,"Mcgraths Hill, NSW",6,SUV,4,7,26880
7437,Toyota,2022,C-HR,SUV,2022 Toyota C-HR GXL (2WD),USED,Automatic,1.2,Front,Premium,6.4,92,White / -,"Rutherford, NSW",4,SUV,4,5,38990
7438,Suzuki,2022,Vitara,Kloster Suzuki - New,2022 Suzuki Vitara Turbo Allgrip,DEMO,Automatic,1.4,AWD,Premium,6.2,4072,Silver / -,"Hamilton, NSW",4,SUV,4,5,39990
7439,Mercedes-Benz,2013,C250,Sedan,2013 Mercedes-Benz C250 CDI Avantgarde,USED,Automatic,2.1,Rear,Diesel,5.1,81766,Grey / Black,"Sylvania, NSW",4,Sedan,4,5,22990
7440,Holden,2013,Colorado,Ute / Tray,2013 Holden Colorado LX (4X2),USED,Automatic,2.8,Rear,Diesel,8.9,275332,White / -,"Hamilton North, NSW",4,Ute / Tray,2,2,12990
7441,Toyota,2004,Corolla,Wagon,2004 Toyota Corolla Conquest,USED,Automatic,1.8,Front,Unleaded,7.8,236450,- / -,"Smithfield, NSW",4,Wagon,4,5,6999
7442,Volkswagen,2011,Golf,Hatchback,2011 Volkswagen Golf 77 TSI,USED,Manual,1.2,Front,Premium,6.4,218850,White / -,"Minchinbury, NSW",4,Hatchback,5,5,8990
7443,Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4) Blackline,USED,Automatic,2.4,4WD,Diesel,7.6,42160,Black / -,"Hamilton East, NSW",4,Ute / Tray,4,5,42990
7444,Ssangyong,2023,Rexton,Newcastle SsangYong,2023 Ssangyong Rexton Ultimate (awd),NEW,Automatic,2.2,AWD,Diesel,8.7,8,White / Black,"Wickham, NSW",4,SUV,4,7,56585
7445,Suzuki,2022,Ignis,Heritage Motor Group Mitsubishi and Suzuki New,2022 Suzuki Ignis GLX,NEW,Automatic,1.2,Front,Premium,4.9,5,Green / -,"Maitland, NSW",4,SUV,4,4,26990
7446,Hyundai,2023,Santa,Kloster Hyundai Hamilton - New,2023 Hyundai Santa FE Elite Crdi (awd),NEW,Automatic,2.2,AWD,Diesel,6.1,16,Silver / -,"Hamilton East, NSW",4,SUV,4,7,65750
7447,Holden,2015,Colorado,SUV,2015 Holden Colorado 7 LT (4X4),USED,Automatic,2.8,4WD,Diesel,9.4,212371,Silver / Grey,"Mayfield West, NSW",4,SUV,4,7,21990
7448,Hyundai,2022,Santa,Kloster Hyundai Hamilton - New,2022 Hyundai Santa FE Crdi (awd),NEW,Automatic,2.2,AWD,Diesel,6.1,16,Blue / -,"Hamilton East, NSW",4,SUV,4,7,52485
7449,Mazda,2022,CX-5,Glendale Mazda New,2022 Mazda CX-5 Maxx Sport (fwd),DEMO,Automatic,2.5,Front,Unleaded,7.5,12,Red / -,"Glendale, NSW",4,SUV,4,5,43771
7450,Mitsubishi,2023,Triton,"Kelly Trotter Motor Group Mitsubishi, Suzuki",2023 Mitsubishi Triton GSR (4X4),NEW,Automatic,2.4,4WD,Diesel,8.6,10,Grey / -,"Cardiff, NSW",4,Ute / Tray,4,5,65790
7451,Mazda,2017,BT-50,Ute / Tray,2017 Mazda BT-50 XT (4X2),USED,Manual,2.2,Rear,Diesel,7.6,190081,Silver / Black,"Maryville, NSW",4,Ute / Tray,2,3,15980
7452,Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,2.4,Front,Unleaded,7.2,57520,Silver / -,"South Nowra, NSW",4,SUV,4,7,29990
7453,Hyundai,2022,Santa,Cardiff Honda Hyundai - New,2022 Hyundai Santa FE Highlander Crdi (awd),DEMO,Automatic,2.2,AWD,Diesel,6.1,16,Silver / -,"Cardiff, NSW",4,SUV,4,7,72635
